sim_id,model,method,mu_hat,se,mu_true,bias,covered
46,linear,influence,0.018826699557248503,0.04177769586703233,-6.109266975184013e-06,0.01883280882422369,True
46,linear,bootstrap,-0.12990550696849823,0.08940716395450705,-6.109266975184013e-06,-0.12989939770152303,True
47,linear,naive,-0.027933871373534203,0.01160403712668761,-0.004608856589327258,-0.023325014784206944,False
47,linear,influence,-0.062289607807062566,0.04708344438333761,-0.004608856589327258,-0.05768075121773531,True
47,linear,bootstrap,-0.015360317192971706,0.07803895761259158,-0.004608856589327258,-0.010751460603644448,True
48,linear,naive,0.10422124713659286,0.010700435124498761,0.0006281213868767565,0.1035931257497161,False
48,linear,influence,-0.06587675348343328,0.043715928829159464,0.0006281213868767565,-0.06650487487031004,True
48,linear,bootstrap,-0.05356356129050255,0.07866843017087154,0.0006281213868767565,-0.0541916826773793,True
49,linear,naive,0.1432863473892212,0.00979585484683472,0.004244267859221108,0.13904207953000008,False
49,linear,influence,0.07602744197752327,0.0393545396268709,0.004244267859221108,0.07178317411830216,True
49,linear,bootstrap,0.0828087255358696,0.08252694298086484,0.004244267859221108,0.07856445767664849,True
